model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","total_contributions_q100","var3",-1.511024894577904,.92106503,.10096258,50.276871,,52949
"OLS","total_contributions_q100","var4",-4.201647076863082,.71088427,3.6467767e-09,50.276871,,52949
"IV","total_contributions_q100","var3",-9.924560846853252,5.6885014,.081106037,50.276871,120.7499576718237,52949
"IV","total_contributions_q100","var4",-2.536439287902607,1.31972,.05467068,50.276871,120.7499576718237,52949
