fe_tag,outcome,endovar,param,coef,se,pval,partialF,rkf,nobs
"useryh","total_contributions_q100","var3","var4",.1460996661486906,.020535402,1.1262317e-12,275.1293936537452,193.68292,229760
"useryh","total_contributions_q100","var5","var6",-.0004095235135098,.00059636403,.49227214,84.38654837728205,193.68292,229760
"useryh","total_contributions_q100","var5","var7",.2776248020676119,.021374399,1.4640370e-38,84.38654837728205,193.68292,229760
"useryh","total_contributions_q100","var5","var4",.62098745041379,.018233167,0,84.38654837728205,193.68292,229760
"time","total_contributions_q100","var3","var6",.2285202975580523,.012115736,0,127.3547203403456,.066145882,215961
"time","total_contributions_q100","var3","var7",.0401073259123892,.025144769,.11070107,127.3547203403456,.066145882,215961
"time","total_contributions_q100","var3","var4",.1580828685827738,.021131381,7.4063084e-14,127.3547203403456,.066145882,215961
"time","total_contributions_q100","var5","var6",-.0000375988681258,.000018432722,.041372541,38.91675916820557,.066145882,215961
"time","total_contributions_q100","var5","var7",.2687390209286308,.022005176,2.7349100e-34,38.91675916820557,.066145882,215961
"time","total_contributions_q100","var5","var4",.6311238360724919,.018828062,0,38.91675916820557,.066145882,215961
"firm","total_contributions_q100","var3","var6",.2306482140371004,.010565598,0,352.0537956552279,238.27693,231085
"firm","total_contributions_q100","var3","var7",.0792975150162125,.02320658,.00063319999,352.0537956552279,238.27693,231085
"firm","total_contributions_q100","var3","var4",.123911909270086,.019499168,2.0918597e-10,352.0537956552279,238.27693,231085
"firm","total_contributions_q100","var5","var6",1.64688391209e-15,,,,238.27693,231085
"firm","total_contributions_q100","var5","var7",.3099457290533113,.020631837,0,,238.27693,231085
"firm","total_contributions_q100","var5","var4",.5936576639592251,.01761971,0,,238.27693,231085
"none","total_contributions_q100","var3","var6",.2288115754933923,.01211527,0,127.6254925582759,.066988453,215961
"none","total_contributions_q100","var3","var7",.0398852126877178,.025144778,.11269031,127.6254925582759,.066988453,215961
"none","total_contributions_q100","var3","var4",.1584191253275865,.02112994,6.5354589e-14,127.6254925582759,.066988453,215961
"none","total_contributions_q100","var5","var6",0,2.4736206e-17,1,,.066988453,215961
"none","total_contributions_q100","var5","var7",.2686967881811111,.02200561,2.8084704e-34,,.066988453,215961
"none","total_contributions_q100","var5","var4",.6311668486178454,.018829029,0,,.066988453,215961
"industrytime","total_contributions_q100","var3","var6",.2081757320308905,.013019703,0,173.2710960186461,144.19945,227677
"industrytime","total_contributions_q100","var3","var7",.073175478505264,.026461154,.0056858952,173.2710960186461,144.19945,227677
"industrytime","total_contributions_q100","var3","var4",.1490768365102121,.02264137,4.5813107e-11,173.2710960186461,144.19945,227677
"industrytime","total_contributions_q100","var5","var6",-.0065645094590178,.0035644523,.06552621,164.4775953606147,144.19945,227677
"industrytime","total_contributions_q100","var5","var7",.3963071820675459,.02222693,0,164.4775953606147,144.19945,227677
"industrytime","total_contributions_q100","var5","var4",.5264100686309463,.01926068,0,164.4775953606147,144.19945,227677
"msatime","total_contributions_q100","var3","var6",.2094015177011127,.012492469,0,255.342623810082,140.98734,228891
"msatime","total_contributions_q100","var3","var7",.1453099450658412,.026570635,4.5352937e-08,255.342623810082,140.98734,228891
"msatime","total_contributions_q100","var3","var4",.0643682002323403,.022478569,.004189794,255.342623810082,140.98734,228891
"msatime","total_contributions_q100","var5","var6",.0008089618468622,.00092987274,.38431746,99.98109705097009,140.98734,228891
"msatime","total_contributions_q100","var5","var7",.3246153870966519,.023099558,0,99.98109705097009,140.98734,228891
"msatime","total_contributions_q100","var5","var4",.5831681055050875,.019786406,0,99.98109705097009,140.98734,228891
"msaindustrytime","total_contributions_q100","var3","var6",.143563388877529,.014434693,2.6634876e-23,82.49264914323061,62.956116,222715
"msaindustrytime","total_contributions_q100","var3","var7",.0919759060827735,.027783841,.00093174767,82.49264914323061,62.956116,222715
"msaindustrytime","total_contributions_q100","var3","var4",.1318323586141696,.02383825,3.2007883e-08,82.49264914323061,62.956116,222715
"msaindustrytime","total_contributions_q100","var5","var6",-.0214840381054148,.0039391471,4.9308372e-08,160.5030670675639,62.956116,222715
"msaindustrytime","total_contributions_q100","var5","var7",.3715010461325825,.022102527,0,160.5030670675639,62.956116,222715
"msaindustrytime","total_contributions_q100","var5","var4",.5527946918492748,.019213663,0,160.5030670675639,62.956116,222715
