model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","total_contributions_q100","var3",-1.518542233562072,.92086965,.099206544,50.301693,,52995
"OLS","total_contributions_q100","var4",-4.261805437476424,.71081829,2.1747437e-09,50.301693,,52995
"IV","total_contributions_q100","var3",-5.759115480037875,6.2399125,.35608044,50.301693,102.5991045603425,52995
"IV","total_contributions_q100","var4",-3.421014535509819,1.4102498,.015310255,50.301693,102.5991045603425,52995
