model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","growth_rate_we","var3",.0133046130683891,.0052774413,.011745018,.11423093,,41980
"OLS","growth_rate_we","var4",-.0604144329894954,.007417086,5.2058015e-16,.11423093,,41980
"IV","growth_rate_we","var3",.0223123796552309,.011681974,.056216814,.11423093,839.6491690889108,41980
"IV","growth_rate_we","var4",-.0630001828364344,.0079729026,3.6501504e-15,.11423093,839.6491690889108,41980
