fe_tag,outcome,endovar,param,coef,se,pval,partialF,rkf,nobs
"fyhu","total_contributions_q100","var3","var6",.1371284278976458,.008568556,0,189.9298675127228,128.02827,519099
"fyhu","total_contributions_q100","var3","var7",.1384961951813198,.02628725,1.3754628e-07,189.9298675127228,128.02827,519099
"fyhu","total_contributions_q100","var3","var4",.1446193780988633,.017569633,1.8575274e-16,189.9298675127228,128.02827,519099
"fyhu","total_contributions_q100","var5","var6",.0000231338752461,.00011939147,.84636003,62.08656060857473,128.02827,519099
"fyhu","total_contributions_q100","var5","var7",.2752028314063121,.024735017,9.4412691e-29,62.08656060857473,128.02827,519099
"fyhu","total_contributions_q100","var5","var4",.6643211848846444,.016619343,0,62.08656060857473,128.02827,519099
"firmbyuseryh","total_contributions_q100","var3","var6",.1383784652534083,.0089019956,0,178.1792652922339,120.82133,516442
"firmbyuseryh","total_contributions_q100","var3","var7",.1384497809228024,.027335543,4.0891325e-07,178.1792652922339,120.82133,516442
"firmbyuseryh","total_contributions_q100","var3","var4",.1462531375062564,.018309234,1.3748641e-15,178.1792652922339,120.82133,516442
"firmbyuseryh","total_contributions_q100","var5","var6",-1.64753202749e-06,9.6764154e-07,.088638604,59.30217093625257,120.82133,516442
"firmbyuseryh","total_contributions_q100","var5","var7",.2767401264050333,.025845136,9.4340700e-27,59.30217093625257,120.82133,516442
"firmbyuseryh","total_contributions_q100","var5","var4",.6649147156130666,.017414503,0,59.30217093625257,120.82133,516442
"fyh","total_contributions_q100","var3","var6",.1383135190836173,.008260238,0,205.8916361258928,140.19212,519099
"fyh","total_contributions_q100","var3","var7",.1330487427651446,.025126942,1.1902372e-07,205.8916361258928,140.19212,519099
"fyh","total_contributions_q100","var3","var4",.1465628665466236,.016809221,2.8099274e-18,205.8916361258928,140.19212,519099
"fyh","total_contributions_q100","var5","var6",-1.39347868962e-06,9.1630523e-07,.12832116,66.8719312474668,140.19212,519099
"fyh","total_contributions_q100","var5","var7",.2713145912301449,.023718841,2.6988419e-30,66.8719312474668,140.19212,519099
"fyh","total_contributions_q100","var5","var4",.666834478229451,.015963091,0,66.8719312474668,140.19212,519099
"useryh","total_contributions_q100","var3","var6",.1406893119781585,.0083303275,0,209.7451506636779,143.20746,519123
"useryh","total_contributions_q100","var3","var7",.1198382169755984,.024217576,7.4849942e-07,209.7451506636779,143.20746,519123
"useryh","total_contributions_q100","var3","var4",.1480990335962912,.016276462,9.1501750e-20,209.7451506636779,143.20746,519123
"useryh","total_contributions_q100","var5","var6",-.0001385534566423,.00021854066,.52608508,69.72831734188685,143.20746,519123
"useryh","total_contributions_q100","var5","var7",.2650175353530012,.022441663,3.5331487e-32,69.72831734188685,143.20746,519123
"useryh","total_contributions_q100","var5","var4",.6683495253814676,.015174547,0,69.72831734188685,143.20746,519123
"time","total_contributions_q100","var3","var6",.1497583223108495,.0088747358,0,104.7943473876854,.033545978,468789
"time","total_contributions_q100","var3","var7",.1155412003439391,.025148716,4.3427908e-06,104.7943473876854,.033545978,468789
"time","total_contributions_q100","var3","var4",.1553002568691313,.016852967,3.1247798e-20,104.7943473876854,.033545978,468789
"time","total_contributions_q100","var5","var6",-1.72387955555e-07,8.3355332e-07,.83615756,33.40087624550479,.033545978,468789
"time","total_contributions_q100","var5","var7",.265297963139502,.02351379,1.6125891e-29,33.40087624550479,.033545978,468789
"time","total_contributions_q100","var5","var4",.6694211080892755,.015866686,0,33.40087624550479,.033545978,468789
"firm","total_contributions_q100","var3","var6",.1383038574126146,.0082601337,0,205.8605913059419,140.173,519099
"firm","total_contributions_q100","var3","var7",.133015851687692,.025126455,1.1981201e-07,205.8605913059419,140.173,519099
"firm","total_contributions_q100","var3","var4",.1466114521031946,.016808758,2.7333079e-18,205.8605913059419,140.173,519099
"firm","total_contributions_q100","var5","var6",0,,,,140.173,519099
"firm","total_contributions_q100","var5","var7",.2713197091003006,.023718666,2.6895083e-30,,140.173,519099
"firm","total_contributions_q100","var5","var4",.6668278811153648,.015962917,0,,140.173,519099
"none","total_contributions_q100","var3","var6",.1497579619662482,.0088746278,0,104.7952819712216,.033496719,468789
"none","total_contributions_q100","var3","var7",.1155411329610057,.02514868,4.3427181e-06,104.7952819712216,.033496719,468789
"none","total_contributions_q100","var3","var4",.155302708138724,.016852977,3.1207027e-20,104.7952819712216,.033496719,468789
"none","total_contributions_q100","var5","var6",3.95556187927e-16,,,,.033496719,468789
"none","total_contributions_q100","var5","var7",.2652990949272498,.023513602,1.6100410e-29,,.033496719,468789
"none","total_contributions_q100","var5","var4",.6694196595410781,.015866555,0,,.033496719,468789
"industrytime","total_contributions_q100","var3","var6",.0443282474705754,.0095063616,3.1169800e-06,23.39458195468897,11.523299,515817
