endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.1371284278976039,.008568556,0,189.9298675000401,128.02827,519099
"var3","var7",.1384961951812967,.02628725,1.3754628e-07,189.9298675000401,128.02827,519099
"var3","var4",.1446193780988763,.017569633,1.8575274e-16,189.9298675000401,128.02827,519099
"var5","var6",.0000231338752437,.00011939147,.84636003,62.08656062186706,128.02827,519099
"var5","var7",.2752028314063001,.024735017,9.4412691e-29,62.08656062186706,128.02827,519099
"var5","var4",.6643211848846823,.016619343,0,62.08656062186706,128.02827,519099
