endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.1728148028501447,.0052328473,0,1090.650807597861,1090.6508,1226437
"var3","var4",.2194367513323272,.002598478,0,1090.650807597861,1090.6508,1226437
