endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.2544888281206177,.090335704,.0048456481,3.969293184855194,.0012914446,245098
"var3","var7",-.2524849376852179,.098982133,.010747798,3.969293184855194,.0012914446,245098
"var3","var4",.2334468824195908,.068378858,.00064022024,3.969293184855194,.0012914446,245098
"var5","var6",.0002951766495796,.0005713611,.60542178,.1361314843296203,.0012914446,245098
"var5","var7",.001762586496436,.040519528,.96530324,.1361314843296203,.0012914446,245098
"var5","var4",.9364936504355795,.026983023,0,.1361314843296203,.0012914446,245098
