endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.2731365330752401,.011718635,0,543.2571906851023,543.2572,229862
"var3","var4",.1954814552667662,.004198425,0,543.2571906851023,543.2572,229862
