model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","total_contributions_q100","var3_fullrem",-.9533736425268806,.31320551,.0023367892,49.90929,,239315
"OLS","total_contributions_q100","var5_fullrem",3.520764834039197,.71598172,8.8080270e-07,49.90929,,239315
"OLS","total_contributions_q100","var4",-3.84729375431584,.56722003,1.1971265e-11,49.90929,,239315
"IV","total_contributions_q100","var3_fullrem",-4.022194298235761,1.7926015,.024852797,49.90929,303.9928327835652,239315
"IV","total_contributions_q100","var5_fullrem",5.490883984523581,2.4853001,.027156817,49.90929,303.9928327835652,239315
"IV","total_contributions_q100","var4",-4.145296880638529,1.3895886,.0028552141,49.90929,303.9928327835652,239315
