endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.1867774903971271,.0045920429,0,1654.387440422485,1654.3875,1226001
"var3","var4",.2116348505845262,.0026210193,0,1654.387440422485,1654.3875,1226001
