model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","total_contributions_q100","var3",.2956115832837065,.37723225,.43325952,35.40099,,518971
"OLS","total_contributions_q100","var4",-1.548888312698159,.40169391,.00011546131,35.40099,,518971
"IV","total_contributions_q100","var3",15.91811894953918,3.0653222,2.0782549e-07,35.40099,630.0266365442753,518971
"IV","total_contributions_q100","var4",-5.276288266666101,.83103245,2.1857617e-10,35.40099,630.0266365442753,518971
