endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.1468074691957808,.0081642857,0,323.3403403372021,323.34033,519099
"var3","var4",.2348067359718243,.0045920024,0,323.3403403372021,323.34033,519099
