bucket,coef3,se3,pval3,coef5,se5,pval5,rkf,nobs
0,-5.396864036619961,4.5364671,.23419954,18.97000274878713,7.3963847,.010334953,102.3521614967691,72334
1,-14.68513219470427,12.460527,.23860054,16.13477794107254,16.99753,.3425104,13.29200148257613,95685
2,-8.417551921250675,8.151432,.30179355,11.1984611652706,9.8630438,.25623605,28.08762373093139,54895
