model_type,outcome,param,coef,se,pval,pre_mean,rkf,nobs
"OLS","total_contributions_q100","var3",-1.518542233562392,.92086965,.099206544,50.301693,,52995
"OLS","total_contributions_q100","var4",-4.261805437476653,.71081829,2.1747437e-09,50.301693,,52995
"IV","total_contributions_q100","var3",-5.759115480033457,6.2399125,.35608044,50.301693,102.5991045603484,52995
"IV","total_contributions_q100","var4",-3.421014535510557,1.4102498,.015310255,50.301693,102.5991045603484,52995
