bucket,coef3,se3,pval3,coef5,se5,pval5,rkf,nobs
1,-16.32197155946593,8.6018553,.057778478,23.08218010830669,10.251818,.024364419,27.37051541801603,100696
2,3.823043426179058,5.4619265,.48397014,-5.64715175511289,8.1159706,.48655739,79.71163974785129,124012
