bucket,coef3,se3,pval3,coef5,se5,pval5,rkf,nobs
1,-50.54143917525062,20.558935,.013977341,59.87408123349338,26.92737,.026206335,5.986830918496003,46715
2,-3.090964826722584,4.0027609,.43999738,7.217140029078028,5.4912333,.18875486,145.0173652921193,177907
