endovar,param,coef,se,pval,partialF,rkf,nobs
"var3","var6",.1468074691957187,.0081642857,0,323.3403403275016,323.34033,519099
"var3","var4",.234806735971848,.0045920024,0,323.3403403275016,323.34033,519099
